"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Source Group","Associated Group/s","Disc. Internal Name","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender"
"14969","AT 2016ggz","05:58:45.47","+39:15:33.19","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgq","1","1","","15.27","G-Gaia","2016-09-11 13:45:07","Gaia_Bot1"
"14970","AT 2016gha","17:33:56.56","-33:09:49.90","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgr","1","1","","19.16","G-Gaia","2016-09-11 16:55:12","Gaia_Bot1"
"14971","AT 2016ghb","09:13:04.83","+53:01:46.02","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgs","1","1","","18.9","G-Gaia","2016-09-12 08:54:14","Gaia_Bot1"
"14972","AT 2016ghc","12:11:22.13","+48:32:07.08","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgt","1","1","","17.31","G-Gaia","2016-09-12 02:24:00","Gaia_Bot1"
"14973","AT 2016ghd","17:14:17.69","-25:42:16.02","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgu","1","1","","18.62","G-Gaia","2016-09-12 05:03:50","Gaia_Bot1"
"14974","AT 2016ghe","22:01:18.54","-53:20:41.78","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgv","1","1","","20.43","G-Gaia","2016-09-12 16:10:33","Gaia_Bot1"
"14975","AT 2016ghf","07:01:04.98","+39:26:31.81","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgw","1","1","","18.27","G-Gaia","2016-09-13 13:36:28","Gaia_Bot1"
"14976","AT 2016ghg","16:30:22.82","-07:18:21.74","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgx","1","1","","18.9","G-Gaia","2016-09-12 23:24:00","Gaia_Bot1"
"14977","AT 2016ghh","02:06:19.78","-33:08:21.98","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgy","1","1","","18.17","G-Gaia","2016-09-12 17:11:02","Gaia_Bot1"
"14978","SN 2016ghi","02:55:02.36","-23:09:44.75","SN Ic","0.042","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bgz","1","1","","18.63","G-Gaia","2016-09-13 09:08:38","Gaia_Bot1"
"14979","AT 2016ghj","22:04:15.92","-52:38:03.26","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhb","1","1","","18.38","G-Gaia","2016-09-12 22:10:33","Gaia_Bot1"
"14980","AT 2016ghk","18:49:17.35","-37:51:17.35","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhc","1","1","","18.42","G-Gaia","2016-09-13 10:45:07","Gaia_Bot1"
"14981","AT 2016ghl","02:52:47.94","-22:19:25.36","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhd","1","1","","18.77","G-Gaia","2016-09-12 21:08:38","Gaia_Bot1"
"14982","AT 2016ghm","18:15:22.14","-35:02:01.79","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhe","1","1","","18.58","G-Gaia","2016-09-12 22:50:52","Gaia_Bot1"
"14983","AT 2016ghn","06:54:29.69","+37:53:33.65","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhf","1","1","","18.6","G-Gaia","2016-09-13 15:25:55","Gaia_Bot1"
"14984","SN 2016gho","04:17:50.46","-04:47:42.32","SN Ia","0.038","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhg","1","1","","17.07","G-Gaia","2016-09-14 08:41:16","Gaia_Bot1"
"14985","SN 2016ghp","04:20:53.44","-03:09:38.74","SN Ia","0.041","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhh","1","1","","17.53","G-Gaia","2016-09-14 04:24:57","Gaia_Bot1"
"14986","AT 2016ghq","18:18:28.90","+36:19:07.80","","","PGC 61711","","XOSS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","","1","1","","16.2","Clear-","2016-09-15 16:27:24","Sun"
"14987","AT 2016ghr","18:24:59.42","-52:37:54.05","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhi","1","1","","18.3","G-Gaia","2016-09-09 16:35:02","Gaia_Bot1"
"14988","AT 2016ghs","00:50:55.97","+15:43:31.41","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eio","1","1","","19.86","w-PS1","2016-09-12 12:34:33","PS1_Bot1"
"14989","AT 2016ght","03:23:00.49","+06:51:24.87","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eip","1","1","","20.56","w-PS1","2016-09-12 14:32:38","PS1_Bot1"
"14990","AT 2016ghu","04:27:03.26","-06:10:24.24","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhj","1","1","","17.33","G-Gaia","2016-09-15 02:41:16","Gaia_Bot1"
"14991","AT 2016ghv","05:05:15.00","+06:17:07.80","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhk","1","1","","16.75","G-Gaia","2016-09-14 20:24:00","Gaia_Bot1"
"14992","AT 2016ghw","18:34:12.94","-31:49:27.73","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhl","1","1","","18.59","G-Gaia","2016-09-14 04:50:52","Gaia_Bot1"
"14993","AT 2016ghx","22:19:16.20","-49:15:58.97","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhm","1","1","","18.77","G-Gaia","2016-09-14 16:10:33","Gaia_Bot1"
"14994","AT 2016ghy","18:40:12.53","-36:56:49.99","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhn","1","1","","18.84","G-Gaia","2016-09-13 10:46:33","Gaia_Bot1"
"14995","AT 2016ghz","07:11:41.41","+32:25:56.71","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bho","1","1","","18.74","G-Gaia","2016-09-15 09:27:21","Gaia_Bot1"
"14996","AT 2016gia","07:55:47.94","+35:55:51.49","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhp","1","1","","18.95","G-Gaia","2016-09-16 03:17:16","Gaia_Bot1"
"14997","AT 2016gib","08:09:50.69","+38:06:28.51","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhq","1","1","","18.88","G-Gaia","2016-09-16 01:26:24","Gaia_Bot1"
"14998","AT 2016gic","06:45:40.20","+33:59:54.53","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhr","1","1","","18.96","G-Gaia","2016-09-14 03:30:14","Gaia_Bot1"
"14999","AT 2016gid","14:42:32.41","+33:44:35.41","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bht","1","1","","17.7","G-Gaia","2016-09-16 00:11:31","Gaia_Bot1"
"15000","AT 2016gie","04:12:31.94","-16:34:43.72","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhv","1","1","","18.63","G-Gaia","2016-09-16 08:52:48","Gaia_Bot1"
"15001","AT 2016gif","21:45:33.96","-46:08:33.40","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhw","1","1","","17.97","G-Gaia","2016-09-15 22:17:45","Gaia_Bot1"
"15002","AT 2016gig","18:13:09.61","-16:19:25.00","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhx","1","1","","18.92","G-Gaia","2016-09-16 05:06:43","Gaia_Bot1"
"15003","AT 2016gih","09:02:58.08","+40:00:06.26","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhy","1","1","","17.75","G-Gaia","2016-09-17 09:04:19","Gaia_Bot1"
"15004","AT 2016gii","09:35:41.75","+45:49:49.33","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bhz","1","1","","18.99","G-Gaia","2016-09-15 20:54:14","Gaia_Bot1"
"15005","AT 2016gij","07:10:23.37","+25:32:01.79","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bia","1","1","","18.03","G-Gaia","2016-09-16 19:46:33","Gaia_Bot1"
"15006","AT 2016gik","07:12:29.32","+26:43:52.10","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bib","1","1","","18.53","G-Gaia","2016-09-16 15:31:40","Gaia_Bot1"
"15007","SN 2016gil","08:10:13.71","+33:57:25.67","SN II","0.018","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bic","1","1","","18","G-Gaia","2016-09-17 07:30:43","Gaia_Bot1"
"15008","AT 2016gim","15:33:10.17","+27:53:05.35","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bid","1","1","","18.56","G-Gaia","2016-09-17 00:00:00","Gaia_Bot1"
"15009","AT 2016gin","06:51:39.18","+19:49:01.99","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bie","1","1","","18.55","G-Gaia","2016-09-17 03:41:45","Gaia_Bot1"
"15010","SN 2016gio","20:41:57.26","-40:28:20.46","SN Ia","0.094","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bif","1","1","","18.81","G-Gaia","2016-09-16 10:30:43","Gaia_Bot1"
"15011","AT 2016gip","20:17:56.55","-34:54:49.54","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16big","1","1","","18.91","G-Gaia","2016-09-17 06:24:28","Gaia_Bot1"
"15012","AT 2016giq","18:13:16.67","-13:17:38.72","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bih","1","1","","17.31","G-Gaia","2016-09-16 17:09:36","Gaia_Bot1"
"15013","AT 2016gir","19:05:22.91","-20:18:29.23","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bii","1","1","","18.44","G-Gaia","2016-09-17 16:58:04","Gaia_Bot1"
"15014","SN 2016gis","17:53:44.21","-00:26:06.11","SN Ia","0.024","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bij","1","1","","18.95","G-Gaia","2016-09-17 23:22:33","Gaia_Bot1"
"15015","AT 2016git","18:50:38.64","-15:32:08.16","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bik","1","1","","18.46","G-Gaia","2016-09-17 23:03:50","Gaia_Bot1"
"15016","AT 2016giu","04:19:04.55","-21:33:53.53","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bil","1","1","","18.2","G-Gaia","2016-09-17 16:42:14","Gaia_Bot1"
"15017","AT 2016giv","22:53:14.98","-21:26:26.13","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ejb","1","1","","19.03","i-Sloan","2016-09-19 08:19:40","PS1_Bot1"
"15018","AT 2016giw","22:36:17.94","-19:19:53.77","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eja","1","1","","18.52","i-Sloan","2016-09-19 08:16:47","PS1_Bot1"
"15019","AT 2016gix","23:00:35.90","-18:43:20.47","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ejd","1","1","","19.57","i-Sloan","2016-09-19 08:21:07","PS1_Bot1"
"15020","AT 2016giy","22:58:31.35","-19:45:55.56","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16ejc","1","1","","20.52","i-Sloan","2016-09-19 08:21:07","PS1_Bot1"
"15021","AT 2016giz","00:09:10.19","+08:33:33.48","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eir","1","1","","20.73","w-PS1","2016-09-12 12:25:55","PS1_Bot1"
"15022","AT 2016gja","00:07:07.97","+10:56:14.62","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiq","1","1","","20.64","w-PS1","2016-09-12 12:20:09","PS1_Bot1"
"15023","AT 2016gjb","00:27:36.16","+07:42:40.95","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eit","1","1","","19.75","w-PS1","2016-09-12 12:31:40","PS1_Bot1"
"15024","AT 2016gjc","00:13:44.95","+14:03:43.35","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eis","1","1","","20.2","w-PS1","2016-09-12 12:21:36","PS1_Bot1"
"15025","AT 2016gjd","00:44:16.96","+10:09:20.91","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiv","1","1","","21.46","w-PS1","2016-09-12 12:38:52","PS1_Bot1"
"15026","AT 2016gje","00:32:26.02","+11:57:44.17","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiu","1","1","","21.67","w-PS1","2016-09-12 12:30:14","PS1_Bot1"
"15027","AT 2016gjf","00:53:51.08","+15:41:13.32","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eix","1","1","","20.77","w-PS1","2016-09-12 12:34:33","PS1_Bot1"
"15028","AT 2016gjg","00:48:27.94","+14:12:51.35","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiw","1","1","","21.49","w-PS1","2016-09-12 12:34:33","PS1_Bot1"
"15029","AT 2016gjh","22:16:37.45","-18:16:07.93","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiz","1","1","","18.75","i-Sloan","2016-09-19 08:13:55","PS1_Bot1"
"15030","AT 2016gji","03:37:49.34","+01:49:09.95","","","","","Pan-STARRS1","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","PS16eiy","1","1","","21.82","w-PS1","2016-09-12 14:24:00","PS1_Bot1"
"15031","AT 2016gjj","02:14:18.97","+18:18:02.92","","","2MASX J02142007+1818140 ","","PTSS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, PTSS, SkyMapper, XOSS, XTSS","PTSS-16nxf","1","1","","19.3","r-Sloan","2016-09-11 18:28:09","Li"
"15032","AT 2016gjk","07:35:02.97","+20:25:31.15","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bim","1","1","","18.72","G-Gaia","2016-09-18 21:33:07","Gaia_Bot1"
"15033","AT 2016gjl","09:16:46.66","+39:13:02.64","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bin","1","1","","19.02","G-Gaia","2016-09-18 03:02:52","Gaia_Bot1"
"15034","AT 2016gjm","18:43:41.68","-10:54:07.20","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bio","1","1","","18.73","G-Gaia","2016-09-18 11:08:09","Gaia_Bot1"
"15035","AT 2016gjn","19:13:31.60","-12:57:28.30","Varstar","0","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bip","1","1","","17.02","G-Gaia","2016-09-19 11:03:50","Gaia_Bot1"
"15036","AT 2016gjo","18:00:05.92","+00:26:54.74","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16biq","1","1","","18.9","G-Gaia","2016-09-18 11:22:33","Gaia_Bot1"
"15037","AT 2016gjp","19:49:04.46","-23:32:52.40","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bir","1","1","","18.06","G-Gaia","2016-09-18 22:50:52","Gaia_Bot1"
"15038","AT 2016gjq","19:33:59.21","-13:44:05.00","Varstar","0","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cvj","1","1","","17.69","orange-ATLAS","2016-09-20 07:20:38","ATLAS_Bot1"
"15039","AT 2016gjr","20:37:01.96","+06:24:04.80","Varstar","0","","","ATLAS","ATLAS, ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","ATLAS16cuj","1","1","","17.67","orange-ATLAS","2016-09-19 08:26:52","ATLAS_Bot1"
"15040","AT 2016gjs","23:28:54.51","+19:46:28.68","","","2MASX J23285488+1946286","","PTSS","ATS, DAO_OTS, DES, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, PTSS, SkyMapper, XOSS, XTSS","PTSS-16olg","1","1","","18.5","r-Sloan","2016-09-20 14:34:41","Li"
"15041","AT 2016gjt","07:49:28.00","+19:04:52.14","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bis","1","1","","16.53","G-Gaia","2016-09-19 21:33:07","Gaia_Bot1"
"15042","AT 2016gju","08:51:25.05","+30:38:53.70","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bit","1","1","","18.33","G-Gaia","2016-09-20 01:27:50","Gaia_Bot1"
"15043","AT 2016gjv","19:04:39.17","-11:37:25.75","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16biu","1","1","","18.58","G-Gaia","2016-09-19 05:05:16","Gaia_Bot1"
"15044","AT 2016gjw","08:29:33.08","+29:58:55.63","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16biv","1","1","","18.74","G-Gaia","2016-09-19 03:17:16","Gaia_Bot1"
"15045","AT 2016gjx","09:43:24.72","+40:20:26.27","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16biw","1","1","","19","G-Gaia","2016-09-18 20:58:33","Gaia_Bot1"
"15046","AT 2016gjy","19:03:09.47","-09:55:15.53","Varstar","0","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16bix","1","1","","17.59","G-Gaia","2016-09-19 11:06:43","Gaia_Bot1"
"15047","AT 2016gjz","18:22:56.61","+05:15:34.09","","","","","GaiaAlerts","ATS, DAO_OTS, DES, GaiaAlerts, iPTF, KEGS, NUTS, OGLE, OOICLE, Padova-Asiago, Pan-STARRS1, SkyMapper, XOSS, XTSS","Gaia16biy","1","1","","18.94","G-Gaia","2016-09-20 05:24:00","Gaia_Bot1"
